,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID
0,410,AER,2965,KZN,2990
1,410,ASF,2966,KZN,2990
2,410,ASF,2966,MRV,2962
3,410,CEK,2968,KZN,2990
4,410,CEK,2968,OVB,4078
5,410,DME,4029,KZN,2990
6,410,DME,4029,NBC,6969
8,410,DME,4029,UUA,6160
9,410,EGO,6156,KGD,2952
10,410,EGO,6156,KZN,2990
11,410,GYD,2922,NBC,6969
12,410,KGD,2952,EGO,6156
13,410,KZN,2990,AER,2965
14,410,KZN,2990,ASF,2966
15,410,KZN,2990,CEK,2968
16,410,KZN,2990,DME,4029
17,410,KZN,2990,EGO,6156
18,410,KZN,2990,LED,2948
19,410,KZN,2990,SVX,2975
20,410,LED,2948,KZN,2990
21,410,LED,2948,NBC,6969
22,410,LED,2948,UUA,6160
23,410,MRV,2962,ASF,2966
24,410,NBC,6969,DME,4029
25,410,NBC,6969,GYD,2922
26,410,NBC,6969,LED,2948
27,410,NBC,6969,SVX,2975
28,410,NJC,2972,SVX,2975
29,410,NJC,2972,UUA,6160
30,410,NUX,4364,SVX,2975
31,410,OVB,4078,CEK,2968
32,410,OVB,4078,SVX,2975
33,410,SVX,2975,KZN,2990
34,410,SVX,2975,NBC,6969
35,410,SVX,2975,NJC,2972
36,410,SVX,2975,NUX,4364
37,410,SVX,2975,OVB,4078
39,410,UUA,6160,DME,4029
40,410,UUA,6160,LED,2948
41,410,UUA,6160,NJC,2972
42,1654,BTK,2936,IKT,2937
43,1654,BTK,2936,OVB,4078
44,1654,CEK,2968,OVB,4078
45,1654,HTA,2935,IKT,2937
46,1654,IKT,2937,BTK,2936
47,1654,IKT,2937,HTA,2935
49,1654,IKT,2937,OVB,4078
50,1654,IKT,2937,UKX,6924
51,1654,IKT,2937,ULK,9026
52,1654,IKT,2937,YKS,2923
54,1654,MJZ,2925,OVB,4078
55,1654,OVB,4078,BTK,2936
56,1654,OVB,4078,CEK,2968
57,1654,OVB,4078,IKT,2937
58,1654,UKX,6924,IKT,2937
59,1654,ULK,9026,IKT,2937
60,1654,YKS,2923,IKT,2937
61,8359,AYP,2786,LIM,2789
62,8359,CUZ,2812,LIM,2789
63,8359,CUZ,2812,PEM,2808
64,8359,HUU,6067,LIM,2789
65,8359,IQT,2801,PCL,2781
66,8359,IQT,2801,TPP,2806
67,8359,LIM,2789,AYP,2786
68,8359,LIM,2789,CUZ,2812
69,8359,LIM,2789,HUU,6067
70,8359,LIM,2789,PCL,2781
71,8359,LIM,2789,TPP,2806
72,8359,PCL,2781,IQT,2801
73,8359,PCL,2781,LIM,2789
74,8359,PCL,2781,TPP,2806
75,8359,PEM,2808,CUZ,2812
76,8359,TPP,2806,IQT,2801
77,8359,TPP,2806,LIM,2789
78,8359,TPP,2806,PCL,2781
79,470,ABJ,253,BOY,247
80,470,ABJ,253,OUA,246
81,470,ACC,248,OUA,246
82,470,BKO,1044,ABJ,253
83,470,BKO,1044,DKR,1084
84,470,BKO,1044,OUA,246
85,470,BOY,247,ABJ,253
86,470,BOY,247,OUA,246
87,470,COO,245,LFW,298
88,470,COO,245,OUA,246
89,470,DKR,1084,BKO,1044
90,470,DKR,1084,OUA,246
91,470,LFW,298,OUA,246
92,470,NIM,280,OUA,246
93,470,OUA,246,ABJ,253
94,470,OUA,246,ACC,248
95,470,OUA,246,BKO,1044
96,470,OUA,246,BOY,247
97,470,OUA,246,COO,245
98,470,OUA,246,DKR,1084
99,470,OUA,246,LFW,298
100,470,OUA,246,NIM,280
101,1338,BOG,2709,GYE,2673
102,1338,BOG,2709,UIO,2688
103,1338,CLO,2715,GYE,2673
104,1338,GYE,2673,BOG,2709
105,1338,GYE,2673,CLO,2715
106,1338,GYE,2673,SCY,6045
107,1338,GYE,2673,UIO,2688
108,1338,OCC,2670,UIO,2688
109,1338,SCY,6045,GYE,2673
110,1338,UIO,2688,BOG,2709
111,1338,UIO,2688,GYE,2673
112,1338,UIO,2688,OCC,2670
113,2750,BDS,1506,ZRH,1678
114,2750,BOD,1264,ZRH,1678
115,2750,BRS,490,ZRH,1678
116,2750,GVA,1665,LPA,1054
117,2750,LCA,1197,ZRH,1678
118,2750,LPA,1054,ZRH,1678
119,2750,RMF,4197,ZRH,1678
120,2750,TFS,1056,GVA,1665
121,2750,ZRH,1678,BDS,1506
122,2750,ZRH,1678,BOD,1264
123,2750,ZRH,1678,BRS,490
124,2750,ZRH,1678,LCA,1197
125,2750,ZRH,1678,LPA,1054
126,2750,ZRH,1678,RMF,4197
127,3652,AJR,730,LYC,719
128,3652,ARN,737,GEV,715
129,3652,ARN,737,HAD,709
130,3652,ARN,737,JKG,688
131,3652,ARN,737,KRF,718
132,3652,ARN,737,KSD,5595
133,3652,ARN,737,LYC,719
134,3652,ARN,737,MHQ,442
135,3652,ARN,737,OER,722
136,3652,ARN,737,POR,448
137,3652,ARN,737,TRF,664
138,3652,ARN,737,VBY,746
139,3652,ARN,737,VHM,729
140,3652,ARN,737,VXO,711
141,3652,GEV,715,ARN,737
142,3652,GEV,715,KRF,718
143,3652,HAD,709,ARN,737
144,3652,HAD,709,JKG,688
145,3652,HAD,709,VXO,711
146,3652,HMV,5599,VHM,729
147,3652,JKG,688,ARN,737
148,3652,JKG,688,HAD,709
149,3652,KOK,435,POR,448
150,3652,KRF,718,ARN,737
151,3652,KRF,718,GEV,715
152,3652,KSD,5595,ARN,737
153,3652,LYC,719,AJR,730
154,3652,LYC,719,ARN,737
155,3652,MHQ,442,ARN,737
156,3652,MHQ,442,TKU,460
157,3652,OER,722,ARN,737
158,3652,OSL,644,VXO,711
159,3652,POR,448,ARN,737
160,3652,POR,448,KOK,435
161,3652,TKU,460,MHQ,442
162,3652,TRF,664,ARN,737
163,3652,VBY,746,ARN,737
164,3652,VHM,729,ARN,737
165,3652,VHM,729,HMV,5599
166,3652,VXO,711,ARN,737
167,3652,VXO,711,OSL,644
168,146,ADQ,3531,AOS,7167
169,146,ADQ,3531,KKB,7168
170,146,ADQ,3531,KLN,7162
171,146,ADQ,3531,KOZ,7164
172,146,ADQ,3531,OLH,7163
173,146,AOS,7167,KZB,7176
174,146,KKB,7168,SYB,7173
175,146,KLN,7162,KYK,7161
176,146,KOZ,7164,ORI,7165
177,146,SYB,7173,KPR,7172
178,897,BSO,6019,MNL,2397
179,897,BXU,4200,MNL,2397
180,897,CBO,2399,MNL,2397
181,897,CGY,2400,MNL,2397
182,897,CRM,6024,MNL,2397
183,897,DGT,2425,MNL,2397
184,897,DWC,8076,MNL,2397
185,897,GES,2402,MNL,2397
186,897,KLO,2430,MNL,2397
187,897,LGP,4203,MNL,2397
188,897,MNL,2397,BSO,6019
189,897,MNL,2397,BXU,4200
190,897,MNL,2397,CBO,2399
191,897,MNL,2397,CGY,2400
192,897,MNL,2397,CRM,6024
193,897,MNL,2397,DGT,2425
194,897,MNL,2397,DWC,8076
195,897,MNL,2397,GES,2402
196,897,MNL,2397,KLO,2430
197,897,MNL,2397,LGP,4203
198,897,MNL,2397,MPH,2426
199,897,MNL,2397,OZC,4204
200,897,MNL,2397,PPS,2433
201,897,MNL,2397,RXS,6026
202,897,MNL,2397,SUG,6016
203,897,MNL,2397,TUG,6021
204,897,MNL,2397,ZAM,2404
205,897,MPH,2426,MNL,2397
206,897,OZC,4204,MNL,2397
207,897,PPS,2433,MNL,2397
208,897,RXS,6026,MNL,2397
209,897,SUG,6016,MNL,2397
210,897,TUG,6021,MNL,2397
211,897,ZAM,2404,MNL,2397
212,1729,AUX,7376,PMW,4214
213,1729,BRA,7373,BSB,2531
214,1729,BRA,7373,SSA,2621
215,1729,BSB,2531,BRA,7373
216,1729,BSB,2531,OPS,7367
217,1729,BSB,2531,RAO,2613
218,1729,CAC,2535,GRU,2564
219,1729,CGB,2548,GYN,2562
220,1729,CGB,2548,OPS,7367
221,1729,CGR,2538,DOU,7380
222,1729,DOU,7380,CGR,2538
223,1729,DOU,7380,GRU,2564
224,1729,GIG,2560,RAO,2613
225,1729,GRU,2564,CAC,2535
226,1729,GRU,2564,DOU,7380
227,1729,GRU,2564,RAO,2613
228,1729,GRU,2564,UBA,2635
229,1729,GRU,2564,UDI,2633
230,1729,GRU,2564,VDC,6039
231,1729,GYN,2562,CGB,2548
232,1729,GYN,2562,PMW,4214
233,1729,GYN,2562,RAO,2613
234,1729,GYN,2562,UDI,2633
235,1729,OPS,7367,BSB,2531
236,1729,OPS,7367,CGB,2548
237,1729,PLU,2528,RAO,2613
238,1729,PMW,4214,AUX,7376
239,1729,PMW,4214,GYN,2562
240,1729,RAO,2613,BSB,2531
241,1729,RAO,2613,GIG,2560
242,1729,RAO,2613,GRU,2564
243,1729,RAO,2613,GYN,2562
244,1729,RAO,2613,PLU,2528
245,1729,RAO,2613,SJP,2619
246,1729,RAO,2613,UDI,2633
247,1729,SJP,2619,RAO,2613
248,1729,SSA,2621,BRA,7373
249,1729,SSA,2621,VDC,6039
250,1729,UBA,2635,GRU,2564
251,1729,UBA,2635,UDI,2633
252,1729,UDI,2633,GRU,2564
253,1729,UDI,2633,GYN,2562
254,1729,UDI,2633,RAO,2613
255,1729,UDI,2633,UBA,2635
256,1729,VDC,6039,GRU,2564
257,1729,VDC,6039,SSA,2621
258,10739,BRL,5726,ORD,3830
259,10739,BRL,5726,STL,3678
260,10739,DEC,4042,ORD,3830
261,10739,DEC,4042,STL,3678
262,10739,JBR,3591,STL,3678
263,10739,ORD,3830,BRL,5726
264,10739,ORD,3830,DEC,4042
265,10739,STL,3678,BRL,5726
266,10739,STL,3678,DEC,4042
267,10739,STL,3678,JBR,3591
268,16262,CGA,7144,HYL,7145
269,16262,CGA,7144,KTN,3808
270,16262,HYL,7145,CGA,7144
271,16262,HYL,7145,KTB,7147
272,16262,HYL,7145,KTN,3808
273,16262,KTB,7147,HYL,7145
274,16262,KTB,7147,KTN,3808
275,16262,KTN,3808,CGA,7144
276,16262,KTN,3808,HYL,7145
277,16262,KTN,3808,KTB,7147
278,16262,KTN,3808,MTM,7146
279,16262,MTM,7146,KTN,3808
280,595,ACC,248,DKR,1084
281,595,ACC,248,LOS,273
282,595,ACC,248,ROB,1063
283,595,BCN,1218,BJL,1050
284,595,BJL,1050,BCN,1218
285,595,BJL,1050,DKR,1084
286,595,BJL,1050,FNA,1059
287,595,CKY,4162,OXB,5665
288,595,DKR,1084,ACC,248
289,595,DKR,1084,BJL,1050
290,595,DKR,1084,DLA,897
291,595,DKR,1084,FNA,1059
292,595,DKR,1084,LOS,273
293,595,DKR,1084,OXB,5665
294,595,DLA,897,DKR,1084
295,595,DLA,897,LOS,273
296,595,FNA,1059,BJL,1050
297,595,FNA,1059,DKR,1084
298,595,FNA,1059,LGW,502
299,595,FNA,1059,ROB,1063
300,595,LGW,502,FNA,1059
301,595,LOS,273,ACC,248
302,595,LOS,273,DKR,1084
303,595,LOS,273,DLA,897
304,595,LOS,273,ROB,1063
305,595,OXB,5665,CKY,4162
306,595,OXB,5665,DKR,1084
307,595,ROB,1063,ACC,248
308,595,ROB,1063,FNA,1059
309,595,ROB,1063,LOS,273
374,5521,JIB,4119,DXB,2188
375,5521,JIB,4119,JED,2072
376,5521,JIB,4119,MGQ,5687
377,5521,MGQ,5687,NBO,4059
378,5521,NBO,4059,MGQ,5687
379,3021,BKK,3885,SIN,3316
380,3021,DRW,3999,SIN,3316
381,3021,HAK,4120,SIN,3316
382,3021,HGH,3386,SIN,3316
383,3021,HKG,3077,SIN,3316
384,3021,HKT,3179,SIN,3316
385,3021,KIX,3992,MNL,2397
386,3021,KIX,3992,TPE,2276
387,3021,KUL,3304,SIN,3316
388,3021,MNL,2397,KIX,3992
389,3021,MNL,2397,SIN,3316
390,3021,PEN,3308,SIN,3316
391,3021,PER,3351,SIN,3316
392,3021,PNH,3034,SIN,3316
393,3021,REP,3035,SIN,3316
394,3021,RGN,3239,SIN,3316
395,3021,SGN,3205,SIN,3316
396,3021,SIN,3316,BKK,3885
397,3021,SIN,3316,DRW,3999
398,3021,SIN,3316,HAK,4120
399,3021,SIN,3316,HGH,3386
400,3021,SIN,3316,HKG,3077
401,3021,SIN,3316,HKT,3179
402,3021,SIN,3316,KUL,3304
403,3021,SIN,3316,MNL,2397
404,3021,SIN,3316,PEN,3308
405,3021,SIN,3316,PER,3351
406,3021,SIN,3316,PNH,3034
407,3021,SIN,3316,REP,3035
408,3021,SIN,3316,RGN,3239
409,3021,SIN,3316,SGN,3205
410,3021,SIN,3316,SWA,4302
411,3021,SIN,3316,TPE,2276
412,3021,SWA,4302,SIN,3316
413,3021,TPE,2276,KIX,3992
414,3021,TPE,2276,SIN,3316
415,2916,ACH,1679,EBA,1558
416,2916,DRS,338,ZRH,1678
417,2916,DUS,345,FDH,382
418,2916,EBA,1558,ACH,1679
419,2916,EBA,1558,FDH,382
420,2916,EBA,1558,MUC,346
421,2916,EBA,1558,ZRH,1678
422,2916,FDH,382,DUS,345
423,2916,FDH,382,EBA,1558
424,2916,FDH,382,HAM,342
425,2916,FDH,382,OLB,1520
426,2916,FDH,382,TXL,351
427,2916,FDH,382,ZAD,1209
428,2916,FMM,3986,NAP,1561
429,2916,GRZ,1609,ZRH,1678
430,2916,HAM,342,FDH,382
431,2916,MUC,346,EBA,1558
432,2916,NAP,1561,FMM,3986
433,2916,OLB,1520,FDH,382
434,2916,SZG,1612,ZRH,1678
435,2916,TXL,351,FDH,382
436,2916,ZAD,1209,FDH,382
437,2916,ZRH,1678,DRS,338
438,2916,ZRH,1678,EBA,1558
439,2916,ZRH,1678,GRZ,1609
440,2916,ZRH,1678,SZG,1612
441,20710,ATL,3682,LWB,6958
442,20710,ATL,3682,MCN,3754
443,20710,ATL,3682,MEI,4335
444,20710,ATL,3682,MSL,5756
445,20710,ATL,3682,PIB,5759
446,20710,ATL,3682,TUP,5773
447,20710,BIM,1937,FLL,3533
448,20710,ELH,1943,FLL,3533
449,20710,ELH,1943,PBI,3722
450,20710,EYW,3875,FLL,3533
451,20710,EYW,3875,RSW,3793
452,20710,EYW,3875,TPA,3646
453,20710,FLL,3533,BIM,1937
454,20710,FLL,3533,ELH,1943
455,20710,FLL,3533,EYW,3875
456,20710,FLL,3533,FPO,1948
457,20710,FLL,3533,GGT,1941
458,20710,FLL,3533,GHB,1944
459,20710,FLL,3533,MCO,3878
460,20710,FLL,3533,MHH,1930
461,20710,FLL,3533,TCB,1934
462,20710,FLL,3533,TPA,3646
463,20710,FPO,1948,FLL,3533
464,20710,GGT,1941,FLL,3533
465,20710,GGT,1941,GHB,1944
466,20710,GHB,1944,FLL,3533
467,20710,GLH,6130,TUP,5773
468,20710,GNV,3472,MCO,3878
469,20710,GNV,3472,TPA,3646
470,20710,JAX,3712,MHH,1930
471,20710,JAX,3712,TPA,3646
472,20710,LWB,6958,ATL,3682
473,20710,MCN,3754,ATL,3682
474,20710,MCN,3754,MCO,3878
475,20710,MCO,3878,FLL,3533
476,20710,MCO,3878,GNV,3472
477,20710,MCO,3878,MCN,3754
478,20710,MCO,3878,MHH,1930
479,20710,MCO,3878,PNS,3564
480,20710,MCO,3878,RSW,3793
481,20710,MCO,3878,TLH,3698
482,20710,MEI,4335,ATL,3682
483,20710,MHH,1930,FLL,3533
484,20710,MHH,1930,JAX,3712
485,20710,MHH,1930,MCO,3878
486,20710,MHH,1930,PBI,3722
487,20710,MSL,5756,ATL,3682
488,20710,PBI,3722,ELH,1943
489,20710,PBI,3722,MHH,1930
490,20710,PBI,3722,TPA,3646
491,20710,PIB,5759,ATL,3682
492,20710,PNS,3564,MCO,3878
493,20710,PNS,3564,TPA,3646
494,20710,RSW,3793,EYW,3875
495,20710,RSW,3793,MCO,3878
496,20710,TCB,1934,FLL,3533
497,20710,TLH,3698,MCO,3878
498,20710,TLH,3698,TPA,3646
499,20710,TPA,3646,EYW,3875
500,20710,TPA,3646,FLL,3533
501,20710,TPA,3646,GNV,3472
502,20710,TPA,3646,JAX,3712
503,20710,TPA,3646,PBI,3722
504,20710,TPA,3646,PNS,3564
505,20710,TPA,3646,TLH,3698
506,20710,TUP,5773,ATL,3682
507,20710,TUP,5773,GLH,6130
508,9818,AMS,580,NDR,5673
509,9818,AMS,580,TNG,1080
510,9818,BCN,1218,CMN,1074
511,9818,BCN,1218,NDR,5673
512,9818,BCN,1218,TNG,1080
513,9818,BGY,1525,CMN,1074
514,9818,BLQ,1538,CMN,1074
515,9818,BRU,302,CMN,1074
516,9818,BRU,302,NDR,5673
517,9818,BRU,302,TNG,1080
518,9818,CGN,344,NDR,5673
519,9818,CMN,1074,BCN,1218
520,9818,CMN,1074,BGY,1525
521,9818,CMN,1074,BLQ,1538
522,9818,CMN,1074,BRU,302
523,9818,CMN,1074,CUF,1534
524,9818,CMN,1074,LGW,502
525,9818,CMN,1074,LYS,1335
526,9818,CMN,1074,MPL,1359
527,9818,CMN,1074,SAW,4317
528,9818,CMN,1074,TLS,1273
529,9818,CMN,1074,TSF,1539
530,9818,CUF,1534,CMN,1074
531,9818,FEZ,1066,MPL,1359
532,9818,LGW,502,CMN,1074
533,9818,LGW,502,TNG,1080
534,9818,LYS,1335,CMN,1074
535,9818,MPL,1359,CMN,1074
536,9818,MPL,1359,FEZ,1066
537,9818,MPL,1359,NDR,5673
538,9818,NDR,5673,AMS,580
539,9818,NDR,5673,BCN,1218
540,9818,NDR,5673,BRU,302
541,9818,NDR,5673,CGN,344
542,9818,NDR,5673,MPL,1359
543,9818,NDR,5673,PMI,3998
544,9818,PMI,3998,NDR,5673
545,9818,SAW,4317,CMN,1074
546,9818,TLS,1273,CMN,1074
547,9818,TNG,1080,AMS,580
548,9818,TNG,1080,BCN,1218
549,9818,TNG,1080,BRU,302
550,9818,TNG,1080,LGW,502
551,9818,TSF,1539,CMN,1074
552,5002,AUA,2895,LSP,2844
553,5002,AUA,2895,MAR,2848
554,5002,BON,2896,CUR,2897
555,5002,CUR,2897,AUA,2895
556,5002,LSP,2844,AUA,2895
557,5002,MAR,2848,AUA,2895
558,3545,ASF,2966,DME,4029
559,3545,ASF,2966,LED,2948
560,3545,BHK,2980,DME,4029
561,3545,DME,4029,ASF,2966
562,3545,DME,4029,BHK,2980
563,3545,DME,4029,EGO,6156
564,3545,DME,4029,FEG,6149
565,3545,DME,4029,KSQ,6153
566,3545,DME,4029,NMA,6150
567,3545,DME,4029,NVI,6485
568,3545,DME,4029,SKD,2981
569,3545,DME,4029,TIV,1743
570,3545,EGO,6156,DME,4029
571,3545,FEG,6149,DME,4029
572,3545,KSQ,6153,DME,4029
573,3545,LED,2948,ASF,2966
574,3545,NMA,6150,DME,4029
575,3545,NVI,6485,DME,4029
576,3545,SKD,2981,DME,4029
577,3545,TIV,1743,DME,4029
578,11741,ANU,2874,PTP,2881
579,11741,CAY,2774,FDF,2878
580,11741,CUR,2897,SDQ,1762
581,11741,DOM,2877,PTP,2881
582,11741,DOM,2877,SXM,2899
583,11741,FDF,2878,CAY,2774
584,11741,FDF,2878,PTP,2881
585,11741,FDF,2878,SDQ,1762
586,11741,FDF,2878,SLU,2893
587,11741,PTP,2881,ANU,2874
588,11741,PTP,2881,DOM,2877
589,11741,PTP,2881,FDF,2878
590,11741,PTP,2881,SBH,6460
591,11741,PTP,2881,SDQ,1762
592,11741,PTP,2881,SFG,2879
593,11741,PTP,2881,SXM,2899
594,11741,SBH,6460,PTP,2881
595,11741,SDQ,1762,PTP,2881
596,11741,SDQ,1762,SXM,2899
597,11741,SFG,2879,PTP,2881
598,11741,SLU,2893,FDF,2878
599,11741,SXM,2899,DOM,2877
600,11741,SXM,2899,PTP,2881
601,11741,SXM,2899,SDQ,1762
602,4608,BHY,6351,XIY,3379
603,4608,CAN,3370,CKG,3393
604,4608,CAN,3370,CTU,3395
605,4608,CAN,3370,SPN,2244
606,4608,CGO,3375,CGQ,4380
607,4608,CGO,3375,CKG,3393
608,4608,CGO,3375,CTU,3395
609,4608,CGO,3375,HGH,3386
610,4608,CGO,3375,HRB,3400
611,4608,CGO,3375,KMG,3382
612,4608,CGO,3375,URC,3399
613,4608,CGQ,4380,CGO,3375
614,4608,CGQ,4380,NKG,3388
615,4608,CGQ,4380,TNA,4108
616,4608,CGQ,4380,TSN,3368
617,4608,CKG,3393,CAN,3370
618,4608,CKG,3393,CGO,3375
619,4608,CKG,3393,CSX,3371
620,4608,CKG,3393,CTU,3395
621,4608,CKG,3393,CZX,4109
622,4608,CKG,3393,DLC,3404
623,4608,CKG,3393,DYG,6353
624,4608,CKG,3393,HAK,4120
625,4608,CKG,3393,HGH,3386
626,4608,CKG,3393,HKT,3179
627,4608,CKG,3393,INC,4085
628,4608,CKG,3393,KHN,3384
629,4608,CKG,3393,KMG,3382
630,4608,CKG,3393,LHW,3378
631,4608,CKG,3393,LJG,4033
632,4608,CKG,3393,LXA,4097
633,4608,CKG,3393,NGB,3387
634,4608,CKG,3393,NKG,3388
635,4608,CKG,3393,NNG,3373
636,4608,CKG,3393,PEK,3364
637,4608,CKG,3393,PVG,3406
638,4608,CKG,3393,PZI,6435
639,4608,CKG,3393,SWA,4302
640,4608,CKG,3393,SYD,3361
641,4608,CKG,3393,SYX,4030
642,4608,CKG,3393,SZX,3374
643,4608,CKG,3393,TNA,4108
644,4608,CKG,3393,TSA,2275
645,4608,CKG,3393,TSN,3368
646,4608,CKG,3393,TYN,3369
647,4608,CKG,3393,URC,3399
648,4608,CKG,3393,WUH,3376
649,4608,CKG,3393,WUX,6390
650,4608,CKG,3393,XIY,3379
651,4608,CKG,3393,XNN,6366
652,4608,CKG,3393,YIH,6361
653,4608,CKG,3393,ZHA,6357
654,4608,CSX,3371,CKG,3393
655,4608,CSX,3371,CTU,3395
656,4608,CSX,3371,FOC,3385
657,4608,CSX,3371,KMG,3382
658,4608,CSX,3371,SHE,4144
659,4608,CSX,3371,WNZ,6392
660,4608,CSX,3371,XMN,3383
661,4608,CTU,3395,CAN,3370
662,4608,CTU,3395,CGO,3375
663,4608,CTU,3395,CKG,3393
664,4608,CTU,3395,CSX,3371
665,4608,CTU,3395,DCY,9310
666,4608,CTU,3395,DSN,6434
667,4608,CTU,3395,HAK,4120
668,4608,CTU,3395,HDG,8407
669,4608,CTU,3395,HET,6345
670,4608,CTU,3395,HFE,3389
671,4608,CTU,3395,HGH,3386
672,4608,CTU,3395,HKG,3077
673,4608,CTU,3395,HKT,3179
674,4608,CTU,3395,ICN,3930
675,4608,CTU,3395,INC,4085
676,4608,CTU,3395,JHG,3381
677,4608,CTU,3395,JIQ,8781
678,4608,CTU,3395,JZH,4301
679,4608,CTU,3395,KHN,3384
680,4608,CTU,3395,KMG,3382
681,4608,CTU,3395,KOW,6379
682,4608,CTU,3395,KWE,3394
683,4608,CTU,3395,LHW,3378
684,4608,CTU,3395,LJG,4033
685,4608,CTU,3395,LUM,6376
686,4608,CTU,3395,LXA,4097
687,4608,CTU,3395,LZY,6402
688,4608,CTU,3395,MEL,3339
689,4608,CTU,3395,NKG,3388
690,4608,CTU,3395,NNG,3373
691,4608,CTU,3395,PEK,3364
692,4608,CTU,3395,PVG,3406
693,4608,CTU,3395,PZI,6435
694,4608,CTU,3395,SHE,4144
695,4608,CTU,3395,SJW,6347
696,4608,CTU,3395,SYX,4030
697,4608,CTU,3395,SZX,3374
698,4608,CTU,3395,TAO,3390
699,4608,CTU,3395,TNA,4108
700,4608,CTU,3395,TSA,2275
701,4608,CTU,3395,TSN,3368
702,4608,CTU,3395,TYN,3369
703,4608,CTU,3395,URC,3399
704,4608,CTU,3395,WNZ,6392
705,4608,CTU,3395,WUH,3376
706,4608,CTU,3395,WUX,6390
707,4608,CTU,3395,WXN,6403
708,4608,CTU,3395,XIC,3396
709,4608,CTU,3395,XIY,3379
710,4608,CTU,3395,XMN,3383
711,4608,CTU,3395,XNN,6366
712,4608,CTU,3395,XUZ,4149
713,4608,CTU,3395,YIH,6361
714,4608,CTU,3395,YTY,8876
715,4608,CZX,4109,CKG,3393
716,4608,CZX,4109,HRB,3400
717,4608,CZX,4109,XMN,3383
718,4608,CZX,4109,ZUH,6355
719,4608,DAT,6344,TYN,3369
720,4608,DCY,9310,CTU,3395
721,4608,DLC,3404,CKG,3393
722,4608,DLC,3404,HGH,3386
723,4608,DLC,3404,HRB,3400
724,4608,DLC,3404,TNA,4108
725,4608,DLC,3404,XUZ,4149
726,4608,DNH,4308,LHW,3378
727,4608,DSN,6434,CTU,3395
728,4608,DSN,6434,SHE,4144
729,4608,DYG,6353,CKG,3393
730,4608,DYG,6353,NKG,3388
731,4608,FOC,3385,CSX,3371
732,4608,FOC,3385,XIY,3379
733,4608,GXH,9311,LXA,4097
734,4608,GXH,9311,XIY,3379
735,4608,HAK,4120,CKG,3393
736,4608,HAK,4120,CTU,3395
737,4608,HAK,4120,HGH,3386
738,4608,HAK,4120,NGB,3387
739,4608,HAK,4120,ZUH,6355
740,4608,HDG,8407,CTU,3395
741,4608,HET,6345,CTU,3395
742,4608,HFE,3389,CTU,3395
743,4608,HGH,3386,CGO,3375
744,4608,HGH,3386,CKG,3393
745,4608,HGH,3386,CTU,3395
746,4608,HGH,3386,DLC,3404
747,4608,HGH,3386,HAK,4120
748,4608,HGH,3386,KWE,3394
749,4608,HGH,3386,TSN,3368
750,4608,HGH,3386,TYN,3369
751,4608,HKG,3077,CTU,3395
752,4608,HKG,3077,YIH,6361
753,4608,HKG,3077,ZHA,6357
754,4608,HKT,3179,CKG,3393
755,4608,HKT,3179,CTU,3395
756,4608,HRB,3400,CGO,3375
757,4608,HRB,3400,CZX,4109
758,4608,HRB,3400,DLC,3404
759,4608,HRB,3400,INC,4085
760,4608,HRB,3400,NGB,3387
761,4608,HRB,3400,NKG,3388
762,4608,HRB,3400,NZH,6954
763,4608,HRB,3400,SJW,6347
764,4608,HRB,3400,TNA,4108
765,4608,HRB,3400,TSN,3368
766,4608,HRB,3400,WNZ,6392
767,4608,HRB,3400,WUH,3376
768,4608,HRB,3400,XIY,3379
769,4608,HRB,3400,XUZ,4149
770,4608,ICN,3930,CTU,3395
771,4608,INC,4085,CKG,3393
772,4608,INC,4085,CTU,3395
773,4608,INC,4085,HRB,3400
774,4608,INC,4085,KWL,3372
775,4608,JGN,6432,LHW,3378
776,4608,JHG,3381,CTU,3395
777,4608,JHG,3381,KMG,3382
778,4608,JIQ,8781,CTU,3395
779,4608,JJN,6386,KWE,3394
780,4608,JJN,6386,WUH,3376
781,4608,JZH,4301,CTU,3395
782,4608,KHG,3397,URC,3399
783,4608,KHN,3384,CKG,3393
784,4608,KHN,3384,CTU,3395
785,4608,KHN,3384,KMG,3382
786,4608,KHN,3384,NGB,3387
787,4608,KMG,3382,CGO,3375
788,4608,KMG,3382,CKG,3393
789,4608,KMG,3382,CSX,3371
790,4608,KMG,3382,CTU,3395
791,4608,KMG,3382,JHG,3381
792,4608,KMG,3382,KHN,3384
793,4608,KMG,3382,KWE,3394
794,4608,KMG,3382,LUM,6376
795,4608,KMG,3382,NGB,3387
796,4608,KMG,3382,NKG,3388
797,4608,KMG,3382,TAO,3390
798,4608,KMG,3382,TNA,4108
799,4608,KMG,3382,TPE,2276
800,4608,KMG,3382,WXN,6403
801,4608,KMG,3382,XIY,3379
802,4608,KMG,3382,XMN,3383
803,4608,KMG,3382,XUZ,4149
804,4608,KOW,6379,CTU,3395
805,4608,KOW,6379,XMN,3383
806,4608,KWE,3394,CTU,3395
807,4608,KWE,3394,HGH,3386
808,4608,KWE,3394,JJN,6386
809,4608,KWE,3394,KMG,3382
810,4608,KWE,3394,LHW,3378
811,4608,KWE,3394,SYX,4030
812,4608,KWE,3394,WNZ,6392
813,4608,KWE,3394,XUZ,4149
814,4608,KWL,3372,INC,4085
815,4608,KWL,3372,SJW,6347
816,4608,KWL,3372,SYX,4030
817,4608,LHW,3378,CKG,3393
